Region,Year,Quarter,System duration (hrs),daily_spread_avg,Total arbitrage profit ($/MW/yr),Cycles (full cycle equivalents),Avg sell price ($/MWh),Avg purchase price ($/MWh),Cost €/MW
SA1,2024,Q3,6,485.53,1150440.4,171.52,298.35,17.94,0
SA1,2024,Q4,6,219.97,513208.6,168.01,108.18,-18.14,0
SA1,2025,Q1,6,224.68,505200.56,161.08,126.11,-4.34,0
SA1,2025,Q2,6,304.54,698819.44,160.61,233.73,49.81,0
SA1,2025,Q3,6,251.56,587657.0,169.39,173.01,27.04,0
SA1,2025,Q4,6,164.65,374538.96,177.84,74.44,-12.59,0
SA1,2026,Q1,6,294.91,644802.16,163.34,170.28,5.5,0
SA1,2026,Q2,6,94.32,147170.64,107.19,92.68,33.7,0
SA1,2024,Q1,7,190.62,562567.2,146.48,124.88,-11.67,0
SA1,2024,Q2,7,175.78,541175.36,142.59,204.9,65.89,0
SA1,2024,Q3,7,430.98,1166622.64,147.28,300.5,16.72,0
SA1,2024,Q4,7,204.88,546857.72,144.1,114.58,-19.88,0
SA1,2025,Q1,7,207.56,532165.88,139.42,130.43,-5.59,0
SA1,2025,Q2,7,272.58,716053.08,138.8,235.96,49.12,0
SA1,2025,Q3,7,229.87,606943.64,146.14,175.98,26.25,0
SA1,2025,Q4,7,154.19,403327.64,151.51,79.26,-14.94,0
SA1,2026,Q1,7,264.34,665729.32,140.44,173.41,3.89,0
SA1,2026,Q2,7,88.53,155774.6,92.71,94.91,33.16,0
SA1,2024,Q1,8,175.42,565432.68,128.48,125.06,-11.85,0
SA1,2024,Q2,8,162.64,544928.2,124.87,205.5,65.67,0
SA1,2024,Q3,8,387.09,1178906.4,128.97,302.73,16.21,0
SA1,2024,Q4,8,191.16,575239.08,126.63,119.62,-21.19,0
SA1,2025,Q1,8,192.33,553603.32,122.21,134.16,-7.01,0
SA1,2025,Q2,8,246.4,728965.76,122.29,237.3,48.47,0
SA1,2025,Q3,8,210.56,622132.8,128.24,178.25,25.28,0
SA1,2025,Q4,8,144.5,428152.16,132.21,83.67,-16.55,0
SA1,2026,Q1,8,239.36,682464.48,123.0,176.36,2.81,0
SA1,2026,Q2,8,82.74,162675.2,81.76,96.64,32.74,0
SA1,2024,Q1,9,161.75,567698.68,114.43,125.25,-11.93,0
SA1,2024,Q2,9,150.36,548409.68,110.95,206.11,65.37,0
SA1,2024,Q3,9,350.56,1188942.36,114.92,304.17,15.94,0
SA1,2024,Q4,9,178.47,596807.88,113.13,123.07,-22.23,0
SA1,2025,Q1,9,178.48,571173.24,108.71,137.64,-7.87,0
SA1,2025,Q2,9,224.2,739530.72,109.36,237.95,47.6,0
SA1,2025,Q3,9,193.32,635310.52,114.08,180.33,24.32,0
SA1,2025,Q4,9,135.35,448297.0,117.76,87.08,-17.61,0
SA1,2026,Q1,9,218.22,695298.52,109.66,178.23,1.99,0
SA1,2026,Q2,9,77.06,168550.24,73.34,97.65,32.13,0
SA1,2024,Q1,10,149.16,569548.96,103.17,125.43,-11.94,0
SA1,2024,Q2,10,138.92,551660.56,99.92,206.47,65.02,0
SA1,2024,Q3,10,319.49,1197250.28,103.63,305.39,15.74,0
SA1,2024,Q4,10,166.17,611980.44,102.27,125.31,-23.0,0
SA1,2025,Q1,10,165.54,584747.24,98.21,139.95,-8.42,0
SA1,2025,Q2,10,204.98,748564.96,98.6,238.93,46.68,0
SA1,2025,Q3,10,177.87,647040.32,102.64,182.24,23.38,0
SA1,2025,Q4,10,126.41,463337.2,106.21,89.54,-18.39,0
SA1,2026,Q1,10,199.54,704644.84,99.19,179.17,1.47,0
SA1,2026,Q2,10,71.51,173700.2,66.14,98.73,31.42,0
SA1,2024,Q1,11,137.42,571107.84,93.92,125.57,-12.01,0
SA1,2024,Q2,11,128.13,554747.0,90.95,206.68,64.65,0
SA1,2024,Q3,11,292.61,1204154.16,94.32,306.47,15.51,0
SA1,2024,Q4,11,154.13,622946.12,93.41,126.95,-23.31,0
SA1,2025,Q1,11,153.08,594730.96,89.47,141.57,-8.98,0
SA1,2025,Q2,11,188.04,756411.2,89.74,239.63,45.66,0
SA1,2025,Q3,11,163.69,657307.52,93.16,184.15,22.58,0
SA1,2025,Q4,11,117.51,474456.84,96.75,91.21,-19.06,0
SA1,2026,Q1,11,183.07,711962.48,90.33,180.06,0.87,0
SA1,2026,Q2,11,66.17,178517.2,60.16,99.73,30.68,0
QLD1,2024,Q1,1,956.74,579117.64,896.2,209.81,45.85,0
QLD1,2024,Q2,1,300.13,446368.0,927.97,162.11,39.77,0
QLD1,2024,Q3,1,549.63,383295.56,916.9,138.55,32.34,0
QLD1,2024,Q4,1,768.0,396348.32,908.38,157.91,46.39,0
QLD1,2025,Q1,1,420.05,217260.28,766.59,110.96,38.11,0
QLD1,2025,Q2,1,562.78,280079.28,723.13,159.42,59.46,0
QLD1,2025,Q3,1,222.78,136657.56,886.14,69.24,29.15,0
QLD1,2025,Q4,1,184.47,112112.8,924.95,56.75,25.12,0
QLD1,2026,Q1,1,161.99,90244.16,700.95,77.45,43.0,0
QLD1,2026,Q2,1,111.03,42647.08,470.08,69.3,44.28,0
QLD1,2024,Q1,2,582.15,603454.28,477.94,205.22,45.03,0
QLD1,2024,Q2,2,270.29,488860.76,487.61,165.64,38.3,0
QLD1,2024,Q3,2,410.58,458673.32,483.29,151.25,30.98,0
QLD1,2024,Q4,2,573.89,523974.64,470.97,185.68,44.28,0
QLD1,2025,Q1,2,346.35,301601.92,411.56,129.76,36.25,0
QLD1,2025,Q2,2,438.42,394142.84,394.24,184.11,56.18,0
QLD1,2025,Q3,2,201.19,205107.16,466.74,84.27,27.87,0
QLD1,2025,Q4,2,165.11,160768.4,471.99,66.97,23.17,0
QLD1,2026,Q1,2,131.09,123823.2,381.43,84.13,41.38,0
QLD1,2026,Q2,2,101.02,64183.04,253.82,76.58,42.73,0
QLD1,2024,Q1,3,435.17,609774.52,323.82,203.97,44.69,0
QLD1,2024,Q2,3,247.32,501791.8,328.88,166.6,37.48,0
QLD1,2024,Q3,3,341.6,504824.88,326.69,159.93,29.6,0
QLD1,2024,Q4,3,473.51,595038.92,316.28,199.54,40.63,0
QLD1,2025,Q1,3,278.93,345633.36,284.64,137.69,34.67,0
QLD1,2025,Q2,3,382.06,476311.48,276.96,197.76,51.72,0
QLD1,2025,Q3,3,187.17,258019.4,318.74,94.92,26.09,0
QLD1,2025,Q4,3,152.7,201865.84,317.06,74.92,20.77,0
QLD1,2026,Q1,3,116.35,150290.48,265.54,89.13,39.87,0
QLD1,2026,Q2,3,94.65,82350.96,177.22,82.15,41.26,0
QLD1,2024,Q1,4,353.66,613175.48,244.38,203.59,44.43,0
QLD1,2024,Q2,4,228.41,509082.08,247.44,167.44,36.91,0
QLD1,2024,Q3,4,298.93,539509.28,244.95,167.01,27.88,0
QLD1,2024,Q4,4,399.91,646406.16,237.78,209.14,37.28,0
QLD1,2025,Q1,4,239.46,380322.8,217.19,143.49,32.34,0
QLD1,2025,Q2,4,325.86,522259.12,213.21,204.53,48.86,0
QLD1,2025,Q3,4,175.84,302641.0,241.01,103.75,24.01,0
QLD1,2025,Q4,4,143.46,238965.8,237.89,81.81,18.07,0
QLD1,2026,Q1,4,106.55,172498.24,204.96,92.62,38.02,0
QLD1,2026,Q2,4,89.9,98525.96,136.66,86.2,39.08,0
QLD1,2024,Q1,5,300.37,615360.92,196.73,203.06,44.33,0
QLD1,2024,Q2,5,211.55,513993.04,198.56,167.89,36.54,0
QLD1,2024,Q3,5,268.93,569206.88,195.93,172.97,26.33,0
QLD1,2024,Q4,5,351.07,690374.16,190.18,217.83,34.51,0
QLD1,2025,Q1,5,212.7,409640.28,175.8,148.51,30.41,0
QLD1,2025,Q2,5,285.67,557732.64,175.09,208.37,46.65,0
QLD1,2025,Q3,5,166.11,341035.32,192.82,111.51,21.92,0
QLD1,2025,Q4,5,136.02,272573.8,189.45,88.12,15.37,0
QLD1,2026,Q1,5,98.75,191509.76,169.38,94.91,36.46,0
QLD1,2026,Q2,5,85.8,113220.68,112.52,89.63,37.35,0
QLD1,2024,Q1,6,261.75,617069.2,164.58,202.82,44.27,0
QLD1,2024,Q2,6,195.86,517364.52,166.41,167.97,36.51,0
QLD1,2024,Q3,6,245.28,594147.84,163.85,177.57,25.15,0
QLD1,2024,Q4,6,315.17,727842.2,159.19,224.51,32.29,0
QLD1,2025,Q1,6,192.56,434187.36,148.0,152.56,28.81,0
QLD1,2025,Q2,6,255.29,584438.36,149.39,210.38,45.01,0
QLD1,2025,Q3,6,157.28,373280.48,160.97,117.96,20.27,0
QLD1,2025,Q4,6,129.49,302861.8,158.31,94.11,13.68,0
QLD1,2026,Q1,6,92.14,207409.64,145.91,96.41,35.32,0
QLD1,2026,Q2,6,82.03,126331.28,96.81,92.17,35.91,0
QLD1,2024,Q1,7,231.88,618469.04,141.56,202.62,44.25,0
QLD1,2024,Q2,7,181.22,520039.04,143.09,168.15,36.43,0
QLD1,2024,Q3,7,225.43,614016.2,141.92,180.34,24.53,0
QLD1,2024,Q4,7,286.98,759247.36,137.1,230.11,30.72,0
QLD1,2025,Q1,7,176.14,453981.2,129.03,154.92,27.8,0
QLD1,2025,Q2,7,230.59,603015.32,132.13,209.51,44.18,0
QLD1,2025,Q3,7,148.65,398545.68,138.18,122.93,18.93,0
QLD1,2025,Q4,7,123.38,328940.2,136.82,98.65,12.15,0
QLD1,2026,Q1,7,86.2,220146.08,127.94,97.53,34.27,0
QLD1,2026,Q2,7,78.39,137174.64,85.95,93.7,34.86,0
QLD1,2024,Q1,8,207.88,619603.36,124.25,202.37,44.21,0
QLD1,2024,Q2,8,167.44,522280.16,125.46,168.23,36.23,0
QLD1,2024,Q3,8,207.56,628289.6,124.97,182.53,24.14,0
QLD1,2024,Q4,8,263.53,784349.44,120.94,233.61,29.4,0
QLD1,2025,Q1,8,162.06,468493.32,115.07,156.16,27.48,0
QLD1,2025,Q2,8,209.32,612870.48,118.89,207.72,44.3,0
QLD1,2025,Q3,8,139.94,416822.8,121.41,126.19,17.96,0
QLD1,2025,Q4,8,117.25,350136.0,120.84,102.05,10.93,0
QLD1,2026,Q1,8,80.49,229159.6,114.52,97.98,33.67,0
QLD1,2026,Q2,8,74.15,143918.96,77.66,94.28,34.55,0
QLD1,2024,Q1,9,187.85,620525.36,110.38,202.54,44.06,0
QLD1,2024,Q2,9,154.18,524149.96,111.56,168.44,36.03,0
QLD1,2024,Q3,9,190.84,636386.08,111.83,182.9,23.58,0
QLD1,2024,Q4,9,242.97,802402.08,108.77,234.99,28.57,0
QLD1,2025,Q1,9,149.37,477949.64,103.8,156.58,27.24,0
QLD1,2025,Q2,9,190.46,617867.2,107.22,206.76,44.35,0
QLD1,2025,Q3,9,130.48,426259.28,108.91,127.19,17.54,0
QLD1,2025,Q4,9,110.87,365801.28,108.52,104.39,10.22,0
QLD1,2026,Q1,9,74.77,234588.48,102.93,98.25,33.19,0
QLD1,2026,Q2,9,68.54,146571.16,69.86,94.32,34.24,0
QLD1,2024,Q1,10,170.79,621316.36,99.25,202.7,43.9,0
QLD1,2024,Q2,10,141.83,525789.48,100.35,168.73,35.85,0
QLD1,2024,Q3,10,175.05,639675.88,100.95,182.89,23.25,0
QLD1,2024,Q4,10,224.05,813059.52,99.78,234.03,28.8,0
QLD1,2025,Q1,10,137.59,483428.6,94.4,156.57,27.11,0
QLD1,2025,Q2,10,173.88,621152.36,97.34,206.17,44.3,0
QLD1,2025,Q3,10,120.15,430024.64,98.29,127.54,17.25,0
QLD1,2025,Q4,10,104.08,375795.6,99.49,105.17,10.2,0
QLD1,2026,Q1,10,69.04,237508.52,93.44,98.39,33.11,0
QLD1,2026,Q2,10,62.87,148255.16,63.58,94.51,34.41,0
QLD1,2024,Q1,11,156.11,621992.64,90.18,202.82,43.76,0
QLD1,2024,Q2,11,130.58,527248.4,91.32,168.83,35.73,0
QLD1,2024,Q3,11,160.61,641667.28,91.57,183.35,22.88,0
QLD1,2024,Q4,11,206.33,818037.4,91.95,232.72,29.0,0
QLD1,2025,Q1,11,126.57,486045.44,86.51,156.36,27.24,0
QLD1,2025,Q2,11,159.29,623997.2,88.74,206.21,44.07,0
QLD1,2025,Q3,11,110.29,432713.4,89.71,127.69,17.16,0
QLD1,2025,Q4,11,96.7,380634.36,91.51,105.41,10.33,0
QLD1,2026,Q1,11,63.53,239533.28,85.21,98.63,33.01,0
QLD1,2026,Q2,11,57.71,149730.76,58.22,94.73,34.47,0
TAS1,2024,Q1,1,362.92,283694.68,834.28,113.22,26.8,0
TAS1,2024,Q2,1,273.62,336207.4,847.2,186.42,82.85,0
TAS1,2024,Q3,1,418.48,285570.56,813.71,149.8,58.96,0
TAS1,2024,Q4,1,224.08,143444.84,680.83,96.01,41.17,0
TAS1,2025,Q1,1,136.45,86566.84,423.9,139.27,83.8,0
TAS1,2025,Q2,1,433.13,229405.4,497.11,226.97,106.02,0
TAS1,2025,Q3,1,133.92,96444.24,662.23,98.33,58.83,0
TAS1,2025,Q4,1,90.32,69680.28,733.82,50.46,25.38,0
TAS1,2026,Q1,1,123.3,59907.68,416.54,116.99,76.98,0
TAS1,2026,Q2,1,51.54,21750.8,290.41,102.06,79.17,0
TAS1,2024,Q1,2,247.87,303268.16,453.1,111.17,26.13,0
TAS1,2024,Q2,2,211.33,363028.88,455.84,185.21,81.38,0
TAS1,2024,Q3,2,304.29,344119.56,437.03,158.3,56.88,0
TAS1,2024,Q4,2,170.38,178913.88,370.61,102.38,39.93,0
TAS1,2025,Q1,2,112.1,112431.88,258.51,140.95,82.26,0
TAS1,2025,Q2,2,354.32,316507.04,304.93,232.91,98.01,0
TAS1,2025,Q3,2,112.74,127395.36,369.39,104.61,58.43,0
TAS1,2025,Q4,2,76.51,88831.76,400.15,53.82,24.76,0
TAS1,2026,Q1,2,82.68,70937.48,247.45,116.13,76.28,0
TAS1,2026,Q2,2,41.68,27389.32,171.67,102.33,78.27,0
TAS1,2024,Q1,3,190.46,310501.4,307.36,111.12,25.58,0
TAS1,2024,Q2,3,181.8,371250.64,307.54,185.29,80.46,0
TAS1,2024,Q3,3,243.43,371743.52,304.6,160.27,55.64,0
TAS1,2024,Q4,3,145.86,205397.08,261.27,106.17,38.63,0
TAS1,2025,Q1,3,97.74,129960.76,190.08,141.9,80.68,0
TAS1,2025,Q2,3,295.61,371692.0,228.73,230.49,90.31,0
TAS1,2025,Q3,3,100.37,148158.68,261.63,107.93,57.7,0
TAS1,2025,Q4,3,68.17,102255.36,279.39,55.63,23.87,0
TAS1,2026,Q1,3,65.93,78581.48,182.69,115.4,75.58,0
TAS1,2026,Q2,3,36.18,31165.44,126.55,102.38,77.77,0
TAS1,2024,Q1,4,159.75,315161.24,231.84,111.49,25.2,0
TAS1,2024,Q2,4,162.49,376224.36,232.79,185.43,80.2,0
TAS1,2024,Q3,4,208.77,391042.88,234.9,161.71,54.78,0
TAS1,2024,Q4,4,130.46,226921.64,203.61,108.64,37.03,0
TAS1,2025,Q1,4,87.61,142313.32,151.93,141.96,79.24,0
TAS1,2025,Q2,4,243.92,395915.0,186.23,224.4,86.95,0
TAS1,2025,Q3,4,90.79,162360.48,205.21,109.84,57.37,0
TAS1,2025,Q4,4,62.02,112801.64,216.01,56.99,23.13,0
TAS1,2026,Q1,4,56.06,84337.68,147.49,114.9,75.2,0
TAS1,2026,Q2,4,32.28,33901.6,102.5,102.27,77.52,0
TAS1,2024,Q1,5,139.82,318526.24,187.31,111.4,25.05,0
TAS1,2024,Q2,5,147.97,379960.96,186.7,186.07,80.1,0
TAS1,2024,Q3,5,185.0,404434.04,191.0,163.17,54.43,0
TAS1,2024,Q4,5,119.31,245615.44,168.89,110.13,35.54,0
TAS1,2025,Q1,5,79.71,152248.68,126.74,141.98,77.82,0
TAS1,2025,Q2,5,209.78,413674.72,158.15,220.21,84.95,0
TAS1,2025,Q3,5,82.76,171895.24,168.31,111.26,57.19,0
TAS1,2025,Q4,5,57.04,121061.84,176.8,58.13,22.7,0
TAS1,2026,Q1,5,49.31,88629.76,124.56,114.4,74.89,0
TAS1,2026,Q2,5,29.2,35846.32,86.24,102.24,77.38,0
TAS1,2024,Q1,6,125.12,321066.88,157.46,111.29,25.01,0
TAS1,2024,Q2,6,136.21,383131.04,156.22,186.33,79.93,0
TAS1,2024,Q3,6,166.24,413178.12,160.55,164.16,54.09,0
TAS1,2024,Q4,6,110.27,260914.4,144.99,111.27,34.48,0
TAS1,2025,Q1,6,72.76,159782.0,108.48,142.3,76.88,0
TAS1,2025,Q2,6,185.16,426096.12,137.14,217.33,83.48,0
TAS1,2025,Q3,6,75.96,178013.2,143.28,111.54,56.78,0
TAS1,2025,Q4,6,52.73,127485.72,150.58,58.8,22.35,0
TAS1,2026,Q1,6,44.24,91881.92,107.26,114.31,74.69,0
TAS1,2026,Q2,6,26.73,37235.48,74.79,102.27,77.45,0
TAS1,2024,Q1,7,113.32,323134.84,136.09,111.1,24.98,0
TAS1,2024,Q2,7,126.24,385916.2,134.73,186.25,79.76,0
TAS1,2024,Q3,7,150.72,419089.64,138.27,164.68,53.62,0
TAS1,2024,Q4,7,102.29,273403.64,127.6,111.86,33.58,0
TAS1,2025,Q1,7,66.35,165118.72,94.66,142.53,76.23,0
TAS1,2025,Q2,7,166.07,435123.88,120.88,215.18,82.29,0
TAS1,2025,Q3,7,69.94,182551.36,124.6,111.7,56.41,0
TAS1,2025,Q4,7,48.84,132519.8,131.09,59.38,22.11,0
TAS1,2026,Q1,7,40.04,94455.16,94.12,114.24,74.48,0
TAS1,2026,Q2,7,24.57,38213.56,65.46,102.44,77.51,0
TAS1,2024,Q1,8,103.56,324790.4,119.45,111.18,24.9,0
TAS1,2024,Q2,8,117.19,388437.28,118.15,186.48,79.55,0
TAS1,2024,Q3,8,137.62,423608.4,121.14,165.35,53.27,0
TAS1,2024,Q4,8,95.04,283944.4,114.4,112.19,32.89,0
TAS1,2025,Q1,8,60.85,169650.32,83.99,142.68,75.58,0
TAS1,2025,Q2,8,150.47,441763.16,107.39,214.22,81.38,0
TAS1,2025,Q3,8,64.47,186404.16,110.14,112.1,56.25,0
TAS1,2025,Q4,8,45.19,136404.56,116.51,59.76,22.01,0
TAS1,2026,Q1,8,36.49,96538.8,84.53,114.03,74.43,0
TAS1,2026,Q2,8,22.67,39001.96,58.44,102.55,77.61,0
TAS1,2024,Q1,9,95.01,326076.04,106.61,111.18,24.9,0
TAS1,2024,Q2,9,108.74,390856.04,105.2,186.67,79.3,0
TAS1,2024,Q3,9,126.27,427243.04,107.69,165.98,52.98,0
TAS1,2024,Q4,9,88.22,292093.36,103.43,112.61,32.45,0
TAS1,2025,Q1,9,56.17,172951.12,75.1,143.06,75.14,0
TAS1,2025,Q2,9,137.16,446912.76,96.45,213.64,80.69,0
TAS1,2025,Q3,9,59.54,189796.52,98.61,112.68,56.26,0
TAS1,2025,Q4,9,41.78,139485.96,104.86,59.98,21.88,0
TAS1,2026,Q1,9,33.43,98408.76,76.73,113.94,74.4,0
TAS1,2026,Q2,9,20.91,39685.76,52.87,102.59,77.65,0
TAS1,2024,Q1,10,87.24,327165.44,96.33,111.07,24.85,0
TAS1,2024,Q2,10,100.74,393183.84,94.76,186.87,78.98,0
TAS1,2024,Q3,10,116.29,430646.92,97.25,166.13,52.66,0
TAS1,2024,Q4,10,81.75,298407.52,94.23,113.08,32.21,0
TAS1,2025,Q1,10,51.95,175713.52,68.2,143.16,74.81,0
TAS1,2025,Q2,10,125.51,451240.72,87.53,213.27,80.17,0
TAS1,2025,Q3,10,55.03,192846.76,89.35,113.2,56.28,0
TAS1,2025,Q4,10,38.6,141978.56,95.08,60.25,21.77,0
TAS1,2026,Q1,10,30.72,99995.28,70.17,113.93,74.39,0
TAS1,2026,Q2,10,19.28,40288.8,48.36,102.67,77.75,0
TAS1,2024,Q1,11,80.16,328196.52,87.88,111.04,24.85,0
TAS1,2024,Q2,11,93.23,395450.08,86.32,186.93,78.68,0
TAS1,2024,Q3,11,107.25,433613.88,88.66,166.22,52.32,0
TAS1,2024,Q4,11,75.61,303812.36,86.38,113.38,31.77,0
TAS1,2025,Q1,11,48.0,177922.6,62.54,143.26,74.67,0
TAS1,2025,Q2,11,115.34,455065.12,80.1,213.02,79.7,0
TAS1,2025,Q3,11,50.82,195554.48,81.92,113.45,56.23,0
TAS1,2025,Q4,11,35.62,144145.08,86.71,60.51,21.6,0
TAS1,2026,Q1,11,28.24,101267.88,64.84,113.85,74.44,0
TAS1,2026,Q2,11,17.79,40828.08,44.51,102.77,77.83,0
